surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
Barber,629,Spain,Male,31,6,132876.55,1,1,1,130862.11,0
Mahmood,639,France,Male,22,4,0.0,2,1,0,28188.96,0
McIntyre,702,Spain,Male,32,8,71667.74,1,1,1,126082.18,0
Hazon,793,Spain,Male,41,9,0.0,2,1,0,152153.74,0
Yudina,586,Germany,Male,34,9,74309.81,1,1,0,15034.93,0
Genovese,644,France,Female,39,9,0.0,1,1,0,3740.93,0
Kennedy,743,France,Male,39,6,0.0,2,1,0,44265.28,0
Sanderson,669,Germany,Male,45,1,123949.75,1,0,0,110881.56,0
Meng,780,Spain,Male,47,7,86006.21,1,1,1,37973.13,0
Chuang,683,Spain,Male,40,8,0.0,1,1,0,75848.22,0
Pottinger,648,Germany,Female,39,3,126935.98,2,0,1,57995.74,0
Vasilieva,748,Germany,Female,27,2,90971.85,1,1,1,131662.47,0
Unwin,637,France,Male,27,1,0.0,2,1,0,91291.2,0
Macleod,656,France,Female,48,9,0.0,2,1,1,85240.61,1
Ch'iu,473,France,Female,39,9,117103.26,2,1,1,85937.52,1
Guerra,593,France,Male,35,9,114193.24,1,1,0,71154.1,0
Shen,649,France,Female,31,2,0.0,2,1,0,15200.61,0
Piazza,762,France,Male,29,6,141389.06,1,1,0,54122.89,0
Bailey,698,France,Male,29,5,95167.55,1,1,1,152723.23,0
Doyle,643,Spain,Female,35,6,0.0,2,1,1,41549.64,0
Hamilton,807,Spain,Female,42,1,0.0,1,1,0,16500.66,1
Gorman,674,France,Male,36,2,154525.7,1,0,1,27468.72,0
Abramovich,615,France,Male,34,1,83503.11,2,1,1,73124.53,1
Fanucci,421,France,Male,34,2,0.0,2,1,1,96615.23,0
Kirillova,611,France,Female,49,2,88915.37,3,0,0,161435.02,1
McIntyre,567,France,Male,42,2,0.0,2,1,1,167984.61,0
Page,643,Spain,Female,34,8,117451.47,1,1,0,65374.86,0
Alderete,850,Spain,Male,35,7,110349.82,1,0,0,126355.8,0
Somadina,641,Spain,Male,25,10,0.0,2,1,1,180808.39,0
Okwuoma,574,Spain,Male,36,4,77967.5,1,1,0,167066.95,1
Johnson,501,France,Male,37,4,0.0,2,0,0,12470.3,0
Miah,617,France,Female,35,2,104508.1,1,1,1,147636.46,0
Nkemdirim,814,France,Male,48,9,136596.85,1,1,1,185791.9,0
Trevisani,490,France,Female,40,1,0.0,1,1,1,49594.19,1
Muir,850,Spain,Male,71,10,69608.14,1,1,0,97893.4,1
Bligh,611,France,Female,26,2,107508.93,2,1,1,120801.65,0
Udegbunam,593,France,Male,45,4,138825.19,1,0,0,10828.78,0
Power,670,Spain,Male,25,6,0.0,2,1,1,78358.94,0
Shao,739,France,Female,37,8,0.0,2,1,0,191557.1,1
Ikechukwu,650,France,Male,32,2,84906.45,1,1,0,163216.48,0
Tu,497,Germany,Male,41,5,80542.81,1,0,0,88729.22,1
White,693,Germany,Male,45,2,116546.59,2,0,0,23140.28,1
Stevens,703,France,Male,28,2,81173.83,2,0,1,162812.16,0
Scott,567,Germany,Male,29,5,129750.68,1,1,0,109257.59,0
Chimaraoke,803,Germany,Male,34,4,142929.16,2,1,1,114869.56,0
Fang,670,France,Male,33,6,88294.6,1,1,0,66979.06,0
Wood,634,Germany,Male,74,5,108891.7,1,1,0,10078.02,0
Fleming,655,France,Female,26,7,106198.5,1,0,1,32020.42,0
Burrows,790,France,Female,47,10,148636.21,1,0,1,16119.96,1
Yermakova,678,Germany,Male,36,1,117864.85,2,1,0,27619.06,0
Lewis,797,Germany,Male,32,1,151922.94,1,1,0,8877.06,0
Okorie,595,Germany,Male,32,8,131081.66,2,1,1,69428.79,0
Zikoranaudodimma,850,Germany,Female,45,5,103909.86,1,1,0,60083.11,1
Sanford,480,Germany,Female,25,3,174330.35,2,0,0,181647.13,0
Morris,709,France,Female,37,9,0.0,2,1,0,16733.59,0
Carpenter,811,France,Male,42,10,0.0,2,1,1,3797.79,0
Romani,494,France,Male,28,9,114731.76,2,0,1,79479.74,0
Tisdall,512,Germany,Female,32,2,123403.85,2,1,0,80120.19,0
Hairston,526,France,Male,52,8,93590.47,1,0,1,21228.71,1
Lewis,618,France,Female,46,6,150213.71,1,1,0,120668.46,1
Nicholson,735,Spain,Male,36,5,0.0,2,1,0,105152.17,0
Pinto,656,Spain,Male,26,4,139584.57,1,1,0,36308.93,0
Norris,538,France,Male,31,1,0.0,2,1,0,1375.46,0
Hs?,617,France,Female,28,0,0.0,2,1,1,7597.83,1
Shaw,663,Spain,Female,58,5,216109.88,1,0,1,74176.71,1
Game,700,Spain,Female,43,0,0.0,2,1,0,59475.35,0
He,601,France,Female,34,5,0.0,2,1,0,27022.57,0
Milani,559,Spain,Female,27,1,0.0,1,0,1,1050.33,0
Landman,573,Spain,Female,44,4,0.0,1,1,1,94862.93,0
Singh,774,France,Female,36,9,114997.42,1,1,0,75304.09,0
Chamberlain,716,France,Male,41,9,0.0,1,1,1,113267.48,0
Tien,686,Germany,Male,26,1,57422.62,1,1,1,79189.4,0
Kirillov,672,France,Female,50,1,0.0,1,1,0,12106.82,1
Millar,730,Spain,Female,33,9,0.0,2,0,0,176576.62,0
Fomin,528,France,Female,36,1,156948.41,1,1,1,149912.28,1
Thomson,468,France,Male,22,2,0.0,2,1,0,28123.99,0
Trejo,693,France,Male,43,6,128760.32,1,1,0,36342.79,0
Fabro,663,France,Male,46,3,0.0,2,0,1,176276.1,0
Rudd,749,France,Female,35,3,0.0,3,1,1,132649.85,0
Matveyev,540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0
Christie,724,Germany,Female,48,6,110463.25,2,1,1,80552.11,1
Chu,753,Germany,Female,35,5,82453.96,2,0,0,18254.75,0
Fancher,574,France,Male,26,8,97460.1,1,1,1,43093.67,0
Zikoranachidimma,685,France,Male,33,6,174912.72,1,1,1,43932.54,0
Perkin,661,France,Female,30,7,0.0,2,1,0,72196.57,0
Northern,678,Germany,Male,32,4,139626.01,1,1,1,118235.52,1
Zubarev,749,France,Female,26,6,0.0,2,0,1,34948.77,0
Gardener,676,France,Female,32,5,0.0,2,1,1,75465.41,0
King,769,Germany,Female,31,7,148913.72,2,1,0,53817.23,0
Converse,682,Germany,Female,38,1,116520.28,1,1,1,49833.5,1
Wu,732,Spain,Male,33,8,0.0,1,1,0,119882.7,0
Clark,656,France,Male,41,2,0.0,2,1,0,158973.77,0
Sagese,607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0
Mancini,712,France,Female,29,8,140170.61,1,1,1,38170.04,0
Kinney,649,France,Female,36,2,0.0,2,0,1,75035.48,0
Vorobyova,757,France,Male,29,8,130306.49,1,1,0,77469.38,0
Chambers,511,Germany,Female,41,8,153895.65,1,1,1,39087.42,0
Carpenter,483,France,Female,44,5,136836.49,1,1,0,192359.9,1
Hamilton,694,France,Male,30,10,144684.03,1,1,1,31805.49,0
Clifton,708,France,Male,52,10,105355.81,1,1,0,123.07,1
Yin,691,France,Male,34,8,133936.04,2,1,0,91359.79,0
Bazhenov,746,Spain,Male,49,7,0.0,2,0,1,10096.25,0
Ferri,683,France,Female,29,0,157829.12,1,0,0,129891.66,0
Sal,762,Spain,Female,69,9,183744.98,1,1,1,196993.69,0
Bednall,680,Spain,Female,34,7,0.0,2,1,0,98949.85,0
Yin,554,France,Female,48,7,0.0,2,1,1,63708.07,0
Ch'eng,619,Germany,Male,41,3,147974.16,2,1,0,170518.83,0
Onyemauchechukwu,450,Spain,Female,46,5,177619.71,1,1,0,54227.06,0
Lucchesi,770,France,Male,36,2,89800.14,1,1,1,105922.69,0
Russell,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0
Holland,474,Germany,Female,34,9,176311.36,1,1,0,160213.27,0
Speight,708,Germany,Male,37,8,153366.13,1,1,1,26912.34,0
Redding,787,France,Male,33,1,126588.81,2,0,1,62163.53,0
Zaytseva,611,France,Male,38,7,0.0,1,1,1,63202.0,0
Millar,690,France,Female,40,9,77641.99,1,0,0,189051.59,1
Kruglova,758,Germany,Female,61,8,125397.21,1,1,0,182184.09,1
McCall,627,Spain,Male,44,6,0.0,1,1,1,114469.55,0
Chan,496,France,Male,30,0,90963.49,1,0,1,27802.0,0
Young,606,France,Male,32,5,83161.65,1,1,1,116885.59,0
Yefremova,774,France,Female,42,3,137781.65,1,0,0,199316.19,0
Mullah,850,Spain,Male,37,2,0.0,2,1,0,119969.99,0
Chieloka,750,France,Male,37,3,0.0,2,1,0,16870.2,0
McKay,551,France,Male,37,3,0.0,2,1,1,50578.4,0
Martin,771,Spain,Female,56,2,0.0,1,1,1,25222.6,1
Chu,742,Germany,Female,21,1,114292.48,1,1,0,31520.4,0
Jack,606,Germany,Male,39,8,136000.45,2,1,0,31708.53,0
Potter,594,France,Female,49,4,0.0,2,1,1,23631.55,0
Hsia,536,France,Male,46,1,65733.41,1,1,0,61094.53,0
Donaldson,690,Spain,Female,48,2,0.0,2,1,1,3149.1,0
Berkeley,513,France,Female,45,0,164649.52,3,1,0,49915.52,1
Niu,613,France,Female,40,9,95624.36,2,1,1,60706.33,0
Herbert,846,Spain,Male,61,0,0.0,2,1,1,96202.44,0
Coles,640,Germany,Male,48,1,111599.32,1,0,1,135995.58,0
Hsing,431,Germany,Female,44,2,138843.7,1,1,0,37688.31,1
Onyekaozulu,688,Germany,Male,41,2,112871.19,2,0,1,65520.74,0
Cooper,580,France,Female,35,8,0.0,2,0,1,10357.03,0
King,599,Spain,Female,37,2,0.0,2,1,1,143739.29,0
Shoobridge,538,France,Female,33,5,0.0,2,1,0,126962.41,0
Ho,655,France,Female,38,6,0.0,1,1,1,188639.28,0
Hargreaves,583,Germany,Male,39,8,102945.01,1,0,0,52861.89,0
Okonkwo,550,Germany,Male,35,9,129847.75,2,1,0,197325.4,0
Ferguson,580,Germany,Male,76,2,130334.84,2,1,1,51672.08,0
Porter,607,Spain,Male,34,9,132439.99,1,1,0,177747.72,0
Grant,850,France,Male,30,10,153972.89,2,1,0,62811.03,0
Storey,707,Germany,Male,34,9,162691.16,2,1,0,94912.78,0
Allan,415,France,Male,46,9,134950.19,3,0,0,178587.36,1
Fomin,843,France,Female,38,8,134887.53,1,1,1,10804.04,0
Bird,556,Spain,Male,38,2,115463.16,1,1,0,150679.65,0
Dennis,840,Spain,Female,36,6,0.0,2,1,0,141364.27,0
Summers,634,Germany,Male,35,6,116269.01,1,1,0,129964.94,0
Maclean,850,France,Male,35,9,102050.47,1,1,1,3769.71,0
Ferri,838,Spain,Female,40,6,61671.19,1,0,1,150659.35,1
P'eng,724,France,Female,34,3,132352.69,1,1,0,80320.3,0
Chambers,773,Spain,Male,51,4,0.0,2,0,0,123587.83,1
Brady,632,Spain,Male,38,1,120599.21,1,1,0,92816.86,0
Shaw,735,France,Male,73,9,0.0,1,1,1,114283.33,0
Cameron,626,France,Female,44,10,81553.93,1,1,0,20063.63,1
Cox,455,France,Female,27,5,155879.09,2,0,0,70774.97,0
Brown,579,France,Female,33,1,65667.79,2,0,0,164608.98,0
Kerr,479,Spain,Male,37,6,118433.94,1,0,1,160060.9,0
Robinson,786,France,Male,34,9,0.0,2,1,0,144517.19,0
Mann,600,Germany,Male,43,8,133379.41,1,1,0,177378.66,1
Ts'ai,479,Germany,Male,24,6,107637.97,2,0,1,169505.83,0
Piccio,584,Germany,Male,32,8,40172.91,1,1,1,137439.34,0
Ndubuagha,721,France,Male,41,6,135071.12,1,1,1,64477.25,0
Nixon,522,France,Female,41,7,0.0,2,0,1,176780.39,0
Ts'ao,677,France,Female,29,3,86616.35,1,0,0,91903.9,1
Glassman,620,France,Female,41,9,0.0,2,0,0,88852.47,0
Chukwueloka,554,France,Male,33,3,117413.95,1,1,1,12766.74,0
Abbott,850,France,Male,29,6,0.0,2,1,1,10672.54,0
Herrera,724,France,Male,40,10,0.0,1,1,0,127847.25,1
Yuan,763,France,Female,31,4,0.0,2,0,0,50404.72,0
Shoebridge,591,France,Male,42,9,161651.37,2,1,1,131753.97,0
Li Fonti,573,France,Female,32,9,125321.84,2,1,1,130234.63,0
Toscani,665,Germany,Male,32,1,132178.67,1,0,0,11865.76,0
Day,626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0
Harrison,746,France,Male,58,3,0.0,3,1,1,80344.96,1
Onyekachi,673,Germany,Female,34,1,127122.79,3,0,1,76703.1,0
Yudin,465,France,Male,33,5,0.0,2,0,1,78698.09,0
Yu,670,Germany,Female,40,2,147171.2,1,0,1,69850.04,0
Fiore,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0
Hope,834,Germany,Female,57,8,112281.6,3,1,0,140225.14,1
Mistry,682,Germany,Female,35,2,117438.92,2,1,1,16910.98,0
Medvedeva,588,Spain,Female,35,7,0.0,2,1,1,108739.15,0
Chia,824,France,Male,45,3,129209.48,1,0,0,60151.77,0
Freeman,782,Spain,Male,34,6,147422.44,1,0,1,42143.61,0
Wright,772,France,Female,35,9,0.0,1,0,1,25448.31,0
King,529,France,Female,31,5,0.0,2,1,0,26817.23,0
Barlow,581,France,Male,30,1,0.0,2,1,0,199464.08,0
Boni,780,Germany,Male,51,4,126725.25,1,1,0,195259.31,1
Lange,465,France,Male,25,2,78247.31,2,1,1,10472.31,0
Mazzanti,640,France,Female,30,6,107499.7,1,1,1,187632.22,0
Barnes,506,Spain,Male,35,6,110046.93,2,1,0,26318.73,0
Powell,684,France,Male,38,4,0.0,3,1,0,75609.84,0
Nikitina,636,Germany,Male,49,6,113599.74,2,1,0,158887.09,1
Chu,594,Germany,Female,21,2,87096.82,2,1,0,168186.11,0
McGregor,629,Germany,Female,45,7,129818.39,3,1,0,9217.55,1
Chia,683,France,Male,47,1,0.0,2,1,0,148989.15,0
Lai,638,France,Female,42,7,165679.92,1,0,0,32916.29,0
Jennings,762,France,Male,32,10,191775.65,1,1,0,179657.83,0
Chinweuba,595,Spain,Male,37,2,157084.99,1,1,0,134767.13,0
Mitchell,550,France,Male,34,8,122359.5,1,0,0,116495.55,0
Baker,673,France,Female,37,10,0.0,2,1,1,37411.35,0
Hall,637,France,Male,36,2,152606.82,1,1,1,71692.8,0
L?,725,Germany,Female,33,7,115182.84,2,1,1,177279.41,0
Iloabuchi,637,France,Male,33,2,145731.83,1,0,1,109219.43,0
Gerasimova,667,Germany,Male,55,9,154393.43,1,1,1,137674.96,1
K'ung,668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0
Madueke,528,France,Female,26,10,102073.67,2,0,0,166799.93,0
T'ang,680,France,Male,36,3,116275.12,1,1,1,63795.8,0
Chiemela,714,Spain,Male,45,0,124693.48,1,0,1,187194.15,0
Stokes,747,France,Male,49,6,202904.64,1,1,1,17298.72,1
McGregor,706,Spain,Male,53,7,0.0,2,0,1,117939.17,0
Zito,611,Spain,Female,33,7,0.0,2,1,1,3729.89,0
Genovesi,738,Spain,Male,35,8,127290.61,1,1,0,16081.62,0
Moore,596,Spain,Male,41,5,0.0,2,0,1,141053.85,0
Koger,558,Germany,Male,41,2,124227.14,1,1,1,111184.67,0
Chiawuotu,606,France,Male,32,6,0.0,2,0,1,36540.63,0
P'eng,849,Germany,Female,49,9,132934.89,1,1,0,171056.65,1
Kauffmann,537,France,Male,59,9,0.0,2,0,0,103799.77,1
Y?,589,Germany,Female,36,9,140355.56,2,1,0,136329.96,0
Logue,716,France,Female,40,3,0.0,2,0,1,167636.15,0
Schiavone,769,Spain,Male,39,9,0.0,1,1,1,47722.79,0
Burns,585,France,Male,56,4,138227.19,2,1,1,55287.84,0
Gibson,742,Germany,Male,55,5,155196.17,1,0,1,121207.66,1
Briggs,607,Germany,Male,36,8,143421.74,1,1,0,97879.02,0
Taylor,733,France,Male,36,5,0.0,2,1,1,109127.54,0
Kenenna,469,Germany,Male,38,9,113599.42,1,0,0,11950.29,0
Valdez,601,France,Female,41,1,0.0,2,0,1,160607.06,0
Pisani,613,Germany,Male,40,1,147856.82,3,0,0,107961.11,1
Lai,698,France,Male,31,1,156111.24,1,0,0,134790.74,0
Matveyeva,623,France,Male,45,0,0.0,1,1,0,196533.72,1
Aliyev,684,Spain,Female,24,9,79263.9,1,0,1,196574.48,0
Uspensky,522,Germany,Male,25,1,111432.13,1,1,1,168683.57,0
Galkina,564,France,Female,53,2,45472.28,1,1,1,41055.71,1
Sinclair,660,France,Male,41,3,0.0,2,1,1,108665.89,0
Spencer,560,France,Female,35,1,0.0,2,1,0,3701.63,0
Diggs,620,Germany,Female,25,1,137712.01,1,1,1,76197.05,0
Vincent,623,Germany,Male,33,8,96759.42,1,1,1,174777.98,0
Hyde,743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1
Carr,692,France,Male,28,5,61581.97,1,1,1,70179.91,0
Butcher,681,France,Male,25,5,0.0,1,0,1,90860.97,0
Li,524,Germany,Male,29,9,144287.6,2,1,0,32063.3,0
Beneventi,590,France,Male,47,0,117879.32,1,1,1,8214.46,0
Smith,606,France,Male,40,5,0.0,2,1,1,70899.27,0
Fisher,540,France,Male,48,0,148116.48,1,0,0,116973.48,0
Distefano,687,Spain,Female,39,2,0.0,3,0,0,188150.6,1
Lu,600,Spain,Female,27,6,0.0,2,1,1,172031.22,0
Fomin,526,Spain,Male,30,8,0.0,1,1,0,36251.0,0
Hendley,747,Spain,Male,37,1,0.0,2,0,1,180551.76,0
Cheng,529,France,Male,46,8,0.0,1,0,0,126511.94,1
Lin,679,France,Female,39,4,0.0,1,0,0,172939.3,1
Maughan,456,France,Female,63,1,165350.61,2,0,0,140758.07,1
Alexander,418,France,Female,39,2,0.0,2,0,0,9041.71,0
Kryukov,645,France,Female,37,1,0.0,2,1,1,68987.55,0
Lavrentiev,694,Germany,Male,33,4,124067.32,1,1,1,77906.87,0
Lanford,850,Spain,Male,49,8,0.0,1,0,0,25867.67,1
Bellucci,758,Spain,Female,43,10,0.0,2,1,1,55313.44,0
Henderson,487,France,Male,24,7,133628.09,2,1,1,98570.01,0
Hirst,538,Germany,Female,42,1,98548.62,2,0,1,94047.75,0
Lawrence,809,France,Male,38,3,0.0,2,1,1,80061.31,0
Cherkasova,561,France,Female,49,8,0.0,2,1,1,12513.07,0
Rowe,629,Germany,Male,28,8,108601.0,1,1,1,119647.7,0
Kennedy,526,Spain,Female,43,3,0.0,2,1,0,31705.19,0
Cattaneo,754,Germany,Male,27,7,117578.35,2,0,1,87908.01,0
T'ao,694,France,Male,30,2,0.0,3,0,1,15039.41,0
Nnamutaezinwa,520,Spain,Female,63,5,162278.32,1,1,1,34765.33,0
Mackay,784,Germany,Male,28,2,109960.06,2,1,1,170829.87,0
Nkemjika,850,Germany,Male,28,2,101100.22,2,1,1,35337.31,0
T'ao,575,Spain,Male,43,3,0.0,1,1,0,83594.51,0
O'Sullivan,566,France,Male,42,3,108010.78,1,1,1,157486.1,0
Stoneman,789,Germany,Male,43,8,119654.44,2,0,1,148412.24,1
Pisano,666,Germany,Female,44,2,122314.5,1,0,0,68574.88,1
Hsing,767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1
Utz,702,France,Male,45,0,80793.58,1,1,1,27474.81,0
Campbell,459,Germany,Male,48,4,133994.52,1,1,1,19287.06,1
Chiedozie,718,France,Female,44,1,133866.22,1,0,1,139049.24,0
Stobie,662,Spain,Male,37,5,94901.09,1,1,1,48233.75,0
Dancy,649,France,Female,41,3,130931.83,1,1,1,144808.37,0
Romano,514,Germany,Female,45,3,109032.23,1,0,1,155407.21,1
Chidubem,535,France,Male,30,6,103804.97,1,1,1,125710.53,0
Bellucci,750,France,Female,38,1,0.0,2,1,0,47764.99,0
Hs?,696,France,Male,34,9,150856.79,1,0,1,8236.78,0
Shaver,635,Germany,Female,37,9,146748.07,1,0,1,11407.58,0
Seleznyova,617,Spain,Female,46,3,106521.49,1,0,1,86587.37,0
Avdeyeva,650,France,Female,27,6,0.0,2,1,0,1002.39,0
Manna,577,Germany,Female,31,4,61211.18,1,1,1,145250.43,0
Herz,755,France,Female,28,7,124540.28,1,0,1,188850.89,0
Tung,637,France,Male,32,3,0.0,2,1,1,197827.06,0
Gordon,656,Spain,Male,69,6,163975.09,1,1,1,36108.5,0
Yobachukwu,850,Spain,Male,41,8,132838.07,1,1,1,175347.28,0
Douglas,654,Germany,Male,43,9,84673.17,2,0,1,82081.35,0
Sumrall,574,Germany,Male,33,3,129834.67,1,1,0,193131.42,0
Benson,743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1
Macleod,632,Germany,Female,38,6,86569.76,2,1,0,98090.91,0
Hawdon,515,Germany,Male,60,9,113715.36,1,1,0,18424.24,1
Afamefula,608,Germany,Male,28,4,96679.71,1,1,1,49133.45,0
Gilbert,637,Spain,Female,34,9,0.0,2,0,0,26057.08,0
Gratton,629,France,Male,31,6,0.0,2,1,0,93881.75,0
Tyler,665,France,Male,25,7,90920.75,1,0,1,112256.57,0
Boyle,469,France,Female,48,5,0.0,1,1,0,160529.71,1
Estrada,754,Spain,Female,19,9,0.0,1,1,0,189641.11,0
Onio,673,France,Male,37,2,0.0,1,1,1,13624.02,0
Bradley,731,Germany,Female,43,9,79120.27,1,0,0,548.52,1
Clark,668,France,Male,42,8,187534.79,1,1,1,32900.41,1
Fraser,677,Germany,Female,26,3,102395.79,1,1,0,119368.99,0
Nnaife,595,Germany,Female,41,9,150463.11,2,0,1,81548.38,0
Brown,498,Germany,Male,35,2,121968.11,2,0,1,188343.05,0
Uwaezuoke,748,France,Male,34,5,84009.47,1,1,1,137001.1,0
Russo,606,Spain,Female,53,1,109330.06,1,1,1,75860.01,0
Barese,739,France,Female,30,6,0.0,1,0,0,122604.44,0
Knowles,771,Spain,Female,33,5,0.0,2,1,0,8673.43,0
Liao,595,France,Male,31,4,0.0,2,1,0,189995.86,0
Thynne,701,France,Male,41,10,0.0,2,1,1,146257.77,0
Parkin,572,France,Female,36,8,68348.18,2,0,1,50400.32,0
Archer,523,France,Male,30,1,83181.29,1,1,1,138176.78,0
Fiorentini,764,France,Female,24,7,0.0,2,1,0,186105.99,0
O'Donnell,767,France,Male,36,3,0.0,1,0,0,65147.27,0
Fletcher,720,France,Male,44,4,0.0,2,1,0,163471.01,0
Plant,765,Spain,Female,32,9,178095.55,1,0,0,47247.56,0
Lucas,615,France,Male,30,7,0.0,2,1,1,156346.84,0
Lei,582,Germany,Male,33,2,122394.0,1,1,1,22113.93,0
Perreault,447,France,Male,41,3,0.0,4,1,1,197490.39,1
Williamson,592,Spain,Male,37,9,0.0,3,1,1,10656.89,0
Su,833,Spain,Male,32,6,0.0,1,1,1,44323.22,1
Robertson,771,Spain,Male,45,0,139825.56,1,0,0,170984.97,1
Celis,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0
Duffy,537,Spain,Male,42,1,190569.23,1,0,1,127154.8,0
Griffin,567,Spain,Male,44,9,0.0,2,1,0,87677.15,0
Jen,663,Germany,Female,46,2,141726.88,1,1,1,58257.23,0
Carey,558,Spain,Female,31,7,0.0,2,1,0,166720.28,0
Torode,739,Germany,Female,25,5,113113.12,1,1,0,129181.27,0
Harrison,525,Spain,Female,47,6,118560.0,1,1,0,82522.61,1
Hancock,498,France,Male,34,5,0.0,2,1,1,91711.66,0
Miller,562,France,Male,30,3,111099.79,2,0,0,140650.19,0
Millar,615,France,Female,30,9,0.0,1,1,0,87347.82,0
Davide,590,Germany,Female,27,8,123599.49,2,1,0,1676.92,0
Fink,635,France,Female,47,2,125724.95,2,1,0,63236.97,0
Chinwendu,661,Germany,Male,35,8,124098.54,1,1,0,86678.48,0
Corser,554,Spain,Male,30,6,135370.12,1,1,1,179689.05,1
Payton,624,Spain,Female,28,2,0.0,2,0,1,104353.26,0
Tsao,569,France,Female,43,7,0.0,2,1,1,77703.19,0
T'ien,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1
Kay,685,France,Male,35,9,0.0,1,1,0,167033.83,0
Chikere,755,Germany,Female,37,0,113865.23,2,1,1,117396.25,0
Manfrin,549,France,Male,29,3,0.0,2,1,0,146090.38,0
Ch'ang,639,France,Male,77,6,80926.02,2,1,1,55829.25,0
Williamson,597,Spain,Female,66,3,0.0,1,1,1,70532.53,0
Macnamara,740,Germany,Female,57,3,113386.36,2,1,1,65121.63,1
Bocharova,659,France,Female,44,9,23503.31,1,0,1,169862.01,1
Stevenson,802,France,Male,33,8,0.0,2,1,0,143706.18,0
Pan,726,Germany,Male,50,9,94504.35,1,0,1,5078.9,0
Allan,797,France,Female,55,10,0.0,4,1,1,49418.87,1
T'ien,702,France,Male,40,7,145536.9,1,0,1,135334.24,0
P'an,593,Spain,Female,38,4,88736.44,2,1,0,67020.03,0
Cremonesi,686,France,Male,35,4,0.0,1,1,0,8816.37,0
Shen,688,Germany,Female,46,0,74458.25,1,0,1,6866.31,0
Artyomova,714,France,Male,34,5,141173.03,1,0,1,98896.06,0
Igwebuike,522,Germany,Female,25,5,94049.92,2,1,0,103269.0,0
Udokamma,623,Germany,Female,48,1,108076.33,1,1,0,118855.26,1
Nnonso,529,France,Male,42,1,157498.9,1,1,1,82276.62,0
Oluchukwu,682,France,Male,42,0,0.0,1,1,1,160828.98,0
King,701,Spain,Female,35,9,0.0,2,0,0,170996.86,0
Udinesi,679,France,Male,45,3,146758.24,1,1,0,48466.89,0
Duigan,777,France,Female,30,4,137851.31,1,1,0,5008.23,1
Dale,592,France,Male,37,3,96651.03,1,1,1,3232.82,0
Marino,521,France,Female,32,2,136555.01,2,1,1,129353.21,0
Cary,545,France,Male,38,1,88293.13,2,1,1,24302.95,0
Greece,666,Germany,Female,50,7,109062.28,1,1,1,140136.1,1
Barnes,676,France,Male,35,5,106836.67,2,1,0,84199.78,0
Robertson,579,France,Male,31,6,0.0,2,1,0,26149.25,0
Kanayochukwu,617,France,Female,26,2,165947.99,2,0,1,168834.38,0
Ulyanov,786,Germany,Female,32,2,104336.43,2,0,0,59559.81,0
Grant,701,Germany,Male,38,3,125385.49,2,0,1,52044.66,0
Smith,765,Germany,Female,46,8,119492.88,2,0,1,166896.01,1
Panina,794,France,Male,24,10,146126.75,1,1,1,88992.05,0
Fraser,661,France,Male,39,5,0.0,2,0,0,181461.46,0
Urban,698,France,Female,57,9,111359.55,2,1,0,105715.01,0
Ross,681,France,Male,47,9,97023.21,1,1,1,2168.13,0
Lloyd,563,Spain,Female,36,4,143680.47,2,1,1,63531.19,0
Mueller,639,France,Male,66,0,0.0,2,0,1,42240.54,0
Akabueze,614,Spain,Female,40,3,113348.5,1,1,1,77789.01,0
Gray,711,France,Male,51,7,0.0,3,1,0,38409.79,1
Henderson,427,Spain,Male,40,8,0.0,2,1,1,82870.75,0
Munro,619,France,Female,30,7,70729.17,1,1,1,160948.87,0
Henning,713,France,Male,38,9,72286.84,2,1,1,26136.89,0
Ojiofor,645,Germany,Male,33,8,149564.61,1,0,0,149913.84,0
Savage,605,Spain,Male,41,5,103154.66,1,0,0,143203.78,0
Lucciano,709,Germany,Male,45,4,122917.71,1,1,1,11.58,1
Akabueze,526,Spain,Male,49,2,0.0,1,1,0,114539.67,1
Holden,619,France,Female,35,4,90413.12,1,1,1,20555.21,0
Holden,626,Germany,Male,39,10,132287.92,3,1,1,51467.92,1
Chizoba,524,France,Male,29,7,0.0,2,1,1,105448.74,0
Larionova,612,Germany,Female,62,8,140745.33,1,1,0,193437.89,1
Anenechukwu,775,France,Female,32,2,108698.96,2,1,1,161069.73,0
Montague,481,Spain,Male,39,1,111233.09,1,1,1,123995.15,0
Chidiebere,820,France,Male,33,2,132150.26,2,1,0,23067.97,0
Sun,503,France,Male,42,8,104430.08,1,1,1,147557.71,0
Williamson,700,France,Female,82,2,0.0,2,0,1,182055.36,0
Onyenachiya,763,France,Male,67,1,149436.73,2,0,1,106282.74,0
Tsui,652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0
